anchor_product_id,recommended_product_id,co_orders,anchor_orders,recommended_orders,confidence,lift,anchor_category,recommended_category,recommended_qty_sold,recommended_revenue,score_affinity
e0cf79767c5b016251fe139915c59a26,3cc4b421c1f28dd22e86fc4aaafb600e,1,131,11,0.007633587786259542,66.01526717557252,beleza_saude,cama_mesa_banho,11,1018.9000000000001,0.34430211459802745
e0cf79767c5b016251fe139915c59a26,ede062bcd13ef64b5cc87369e4edaf62,1,131,10,0.007633587786259542,72.61679389312977,beleza_saude,beleza_saude,11,328.9,0.34430211459802745
e0d64dcfaa3b6db5c54ca298ae101d05,8317b177579dd27ff068b83205e2169b,1,193,45,0.0051813471502590676,10.953137593552102,relogios_presentes,cool_stuff,46,8314.16,0.36465454742635234
e0d64dcfaa3b6db5c54ca298ae101d05,bce474cc95b6e77657e10939b0b4248c,1,193,28,0.0051813471502590676,17.603256846780162,relogios_presentes,relogios_presentes,28,4868.56,0.3569360201754098
e0d64dcfaa3b6db5c54ca298ae101d05,2ffdf10e724b958c0f7ea69e97d32f64,1,193,52,0.0051813471502590676,9.478676763650856,relogios_presentes,relogios_presentes,52,10916.6,0.3509353924138091
e0d64dcfaa3b6db5c54ca298ae101d05,53b36df67ebb7c41585e8d54d6772e08,1,193,304,0.0051813471502590676,1.6213526043086992,relogios_presentes,relogios_presentes,321,37454.63,0.14405728726268463
e13f46cf68d356e0ac0f32058af20911,e456721fdab66b576664c035ad183965,1,7,15,0.14285714285714285,905.9809523809524,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,15,448.5,0.43003492998131077
e15cee02291017f6f12b4115ffb417e6,1d6d7be70107889e3193819aca4dc1dc,1,10,9,0.1,1056.9777777777779,moveis_decoracao,cama_mesa_banho,9,440.09999999999997,0.39680749834353474
e1901d5d99ca951543717ea5d1940a36,81e7937893af4703d4d14ca3e3765b59,2,11,8,0.18181818181818182,2162.0,cool_stuff,bebes,8,529.92,0.4442141886764275
e19ddcc85537b41f22116c8d5425ef46,001b72dfd63e9833e8c02742adf472e3,1,18,11,0.05555555555555555,480.44444444444446,moveis_decoracao,moveis_decoracao,13,454.87,0.3755194391080388
e1bf2f209fd2b08e1af3ed71732d9008,a6883f92891e256b926bf8b9c40fbe9f,1,9,12,0.1111111111111111,880.8148148148148,pet_shop,pet_shop,12,1778.13,0.4076681347614921
e1da6ab77f4859eb17950e5df1c0f815,fb979d44fd4269b2ea30e300b66c89f3,1,28,5,0.03571428571428571,679.4857142857143,pet_shop,pet_shop,6,294.0,0.35253451613652065
e251ebd2858be1aa7d9b2087a6992580,eac611ce220f095680e35c1c1124bcb3,1,35,5,0.02857142857142857,543.5885714285714,ferramentas_jardim,utilidades_domesticas,5,415.5,0.34578465800237257
e256d05115f9eb3766f3ab752132a4e2,1dc7685f4fdb9622d84ae2ec658d5bbf,4,8,9,0.5,5284.888888888889,informatica_acessorios,informatica_acessorios,9,1771.0,0.6368074983435348
e282624d8c82e04983f125e167eb4521,d952c09021388fd5b1e5f914f559fb10,1,30,13,0.03333333333333333,243.91794871794872,telefonia,telefonia,14,263.85999999999996,0.3632889770695377
e2bb00220a167d9e60b6776ac33717bc,907539b8216ca1250e5e974b4047699d,1,26,7,0.038461538461538464,522.6813186813187,relogios_presentes,relogios_presentes,7,345.0,0.35631740627719183
e2cac69b319c0f8a21dbf04b925121bf,b9900407a55cb2b306ae612415c3340e,3,7,6,0.42857142857142855,6794.857142857143,livros_interesse_geral,livros_interesse_geral,6,239.39999999999998,0.5882488018508064
e2cac69b319c0f8a21dbf04b925121bf,55bfa0307d7a46bed72c492259921231,3,7,5,0.42857142857142855,8153.828571428571,livros_interesse_geral,livros_interesse_geral,5,230.5,0.5857846580023727
e2e426d1332240070b0a836a854d057b,47a3fbd41bb53db64dacc4562ba3aa52,1,34,9,0.029411764705882353,310.87581699346407,cama_mesa_banho,cama_mesa_banho,9,349.8,0.35445455716706414
e2f1ccf86759df28dd1e9f2e0e3242d4,eb9b44e05684527fbfdfd0ff5cb86250,2,11,5,0.18181818181818182,3459.2,beleza_saude,beleza_saude,5,520.0,0.4377327099504245
e2f1ccf86759df28dd1e9f2e0e3242d4,432357855585cf634fc9923523ce5e4a,1,11,5,0.09090909090909091,1729.6,beleza_saude,alimentos,5,324.47,0.38318725540497
e3425df9bd51be69917273c9dd92ed5e,c18ac1d6cc053c0ec7296b994ae6ffeb,1,19,7,0.05263157894736842,715.2481203007519,relogios_presentes,relogios_presentes,7,233.79,0.3648194305686898
e3af4b7c220aca1535b34416de24dfb7,6b00cb3fe05c73d0acef3fd949a34c0f,2,5,7,0.4,5435.885714285714,brinquedos,brinquedos,7,321.93,0.5732404832002689
e3b5a4c3f8512fe1315f05564e461ff4,bc055ae94989497c0d66bfa4263ccf61,1,5,15,0.2,1268.3733333333332,informatica_acessorios,informatica_acessorios,21,1370.45,0.46941122060068685
