anchor_product_id,recommended_product_id,co_orders,anchor_orders,recommended_orders,support,confidence_anchor_to_recommended,confidence_recommended_to_anchor,lift
5215505db2113a032810c3644c346a38,57f2bc497c1a3ebe41ba7a06d78ed159,1,10,37,1.051215204776722e-05,0.1,0.02702702702702703,257.1027027027027
817e1c2d22418c36386406ccacfa53e8,9163c7e81fd68452472912c4cde810aa,1,31,12,1.051215204776722e-05,0.03225806451612903,0.08333333333333333,255.72043010752688
186fe07c8b8005ec6a498587ffbc1352,87cb507e0daa37bbf34956fd59eba832,2,34,22,2.102430409553444e-05,0.058823529411764705,0.09090909090909091,254.35294117647058
186fe07c8b8005ec6a498587ffbc1352,6c55ba2343f9df32c7f88a468352ff22,1,34,11,1.051215204776722e-05,0.029411764705882353,0.09090909090909091,254.35294117647058
7686fe49c98ae1c537b5cc51992f5d20,9ddc4249779322828f89d2a9c04f7ee1,1,22,17,1.051215204776722e-05,0.045454545454545456,0.058823529411764705,254.35294117647058
e5ae72c62ebfa708624f5029d609b160,fe59a1e006df3ac42bf0ceb876d70969,1,34,11,1.051215204776722e-05,0.029411764705882353,0.09090909090909091,254.35294117647058
20f160a9cf2e856ee5eba259e9ae33f9,6eb6c5cb7df0f863538b61a47fcce962,1,22,17,1.051215204776722e-05,0.045454545454545456,0.058823529411764705,254.35294117647058
16bf176650a888512655cc94f61860e3,380b4664ba5bb18cc9db78ee6bac3558,1,11,34,1.051215204776722e-05,0.09090909090909091,0.029411764705882353,254.35294117647058
44a6e4ecf7b48f87481c243383b1c4cf,9b9d1c4bd979b93c138044e032f99780,1,15,25,1.051215204776722e-05,0.06666666666666667,0.04,253.67466666666667
6f33a4a09ae1180a0ee1ff4682b2d21f,eb7172d8a3c64298d2d767f6603c231e,1,20,19,1.051215204776722e-05,0.05,0.05263157894736842,250.33684210526314
5d6bea33648f018dbb563f3a2fab09f3,7b5d8be0e04080e4c8ee6a7ec2f1f597,1,38,10,1.051215204776722e-05,0.02631578947368421,0.1,250.33684210526314
55945cf4a4e6def88dcc8996a581608a,cec09725da5ed01471d9a505e7389d37,1,6,64,1.051215204776722e-05,0.16666666666666666,0.015625,247.72916666666666
0152f69b6cf919bcdaf117aa8c43e5a2,47ea90e9a2976bc290c3cdf3b5e0573d,1,55,7,1.051215204776722e-05,0.01818181818181818,0.14285714285714285,247.0857142857143
688ad0169550f8e2eb0307b61df3ba12,703d742887bb9267f89b675608ba7aa0,2,19,41,2.102430409553444e-05,0.10526315789473684,0.04878048780487805,244.23106546854942
d952c09021388fd5b1e5f914f559fb10,e282624d8c82e04983f125e167eb4521,1,13,30,1.051215204776722e-05,0.07692307692307693,0.03333333333333333,243.91794871794872
28a652ff04e43c1bc57937a9f8770f9b,fcaab5d7f656094e49fbe4ee3a506658,1,23,17,1.051215204776722e-05,0.043478260869565216,0.058823529411764705,243.2941176470588
3b0f7951038b105522c2d566b54421f7,5dbf50af9485478b933f1028e108640d,1,44,9,1.051215204776722e-05,0.022727272727272728,0.1111111111111111,240.22222222222223
84d0e98e468edffdfe4f1f5b178d4ecc,d5991653e037ccb7af6ed7d94246b249,1,7,57,1.051215204776722e-05,0.14285714285714285,0.017543859649122806,238.41604010025063
